Destination,Number of Travelers,Number of Days,Package Type,Season,Estimated Cost
Khajuraho,7,4,Budget,Spring,37214.46
Manali,5,7,Standard,Autumn,69848.82
Kumarakom,3,14,Luxury,Winter,294594.69
Madurai,5,7,Budget,Summer,35080.96
Darjeeling,5,5,Luxury,Monsoon,67129.79
Gwalior,8,8,Standard,Autumn,87575.08
Darjeeling,5,8,Luxury,Summer,166011.25
Mahabaleshwar,5,6,Luxury,Winter,114102.63
Pahalgam,4,3,Luxury,Summer,46720.73
Pachmarhi,2,14,Standard,Monsoon,34444.14
Wayanad,5,4,Standard,Monsoon,28547.94
Gulmarg,6,9,Budget,Autumn,163737.03
Havelock Island,6,2,Luxury,Winter,94944.77
Agra,2,10,Luxury,Monsoon,62608.95
Varkala,6,3,Standard,Autumn,20846.18
Majuli,8,13,Luxury,Monsoon,128090.22
Ziro,6,5,Luxury,Winter,59771.07
Nainital,4,11,Luxury,Summer,167633.27
Orchha,4,3,Budget,Autumn,10920.42
Alleppey,1,3,Luxury,Summer,18557.36
Ziro,7,12,Budget,Spring,63971.14
Srinagar,6,3,Budget,Summer,38447.41
Visakhapatnam,4,4,Standard,Monsoon,21423.05
Agra,8,5,Budget,Winter,64695.89
Jaisalmer,2,4,Luxury,Winter,36690.54
Rann of Kutch,1,2,Standard,Winter,13439.71
Shillong,4,2,Luxury,Winter,29324.43
Udaipur,5,10,Budget,Monsoon,100058.71
Mysore,8,9,Luxury,Summer,205451.66
Araku Valley,8,10,Standard,Autumn,93777.72
Shimla,3,10,Budget,Monsoon,38502.76
Varkala,5,10,Standard,Summer,76717.89
Jaipur,8,9,Luxury,Spring,227601.77
Mumbai,2,7,Luxury,Summer,111179.05
Thekkady,2,14,Standard,Monsoon,53720.95
Mahabalipuram,6,1,Standard,Spring,8971.23
Ranthambore,1,6,Standard,Autumn,29445.47
Rishikesh,1,7,Budget,Autumn,7987.08
Kochi,1,2,Standard,Autumn,5148.09
Tawang,4,5,Standard,Autumn,41261.07
Varanasi,2,11,Standard,Autumn,27293.82
Majuli,2,3,Standard,Summer,8529.81
Gangtok,7,11,Luxury,Summer,306227.39
Cherrapunji,2,3,Budget,Spring,10681.07
Gir National Park,4,2,Standard,Monsoon,20947.38
Jodhpur,5,11,Luxury,Winter,214427.47
Alleppey,7,14,Standard,Monsoon,161055.24
Tawang,5,3,Luxury,Summer,61091.26
Ranthambore,7,7,Budget,Summer,143246.42
Dalhousie,3,1,Luxury,Autumn,8681.94
Haridwar,8,1,Luxury,Summer,11252.48
Majuli,4,10,Standard,Spring,40832.55
Tawang,1,10,Standard,Autumn,29539.61
Pune,8,8,Luxury,Monsoon,124495.14
Auli,5,10,Standard,Summer,209415.07
Puri,7,1,Budget,Winter,7320.18
Dharamshala,8,8,Budget,Autumn,54269.63
Haridwar,8,1,Standard,Monsoon,4690.97
Mahabalipuram,2,13,Budget,Winter,40331.87
Dharamshala,3,13,Luxury,Summer,99424.74
Cherrapunji,7,11,Standard,Monsoon,115952.38
Shimla,7,4,Budget,Summer,47895.31
North Goa,3,5,Standard,Autumn,38247.77
Tawang,6,4,Standard,Monsoon,39165.9
Khajuraho,5,2,Standard,Autumn,20063.3
Pahalgam,5,5,Budget,Monsoon,32171.19
Kodaikanal,8,1,Luxury,Summer,24831.18
Dalhousie,8,5,Standard,Monsoon,48776.78
Wayanad,7,9,Standard,Winter,124961.85
Rann of Kutch,5,7,Standard,Autumn,139310.87
Gangtok,1,1,Budget,Summer,2888.31
Hampi,8,13,Budget,Monsoon,71457.32
Rishikesh,4,13,Budget,Winter,45735.65
Mahabalipuram,4,13,Luxury,Autumn,124982.56
Kodaikanal,2,6,Standard,Summer,30227.58
Kanyakumari,2,7,Budget,Autumn,14963.78
Lonavala,3,3,Luxury,Winter,32272.93
Orchha,2,13,Standard,Monsoon,29005.85
Kalimpong,3,9,Standard,Spring,35057.01
Ziro,4,11,Luxury,Summer,89450.42
Bengaluru,5,14,Luxury,Autumn,317702.69
Khajuraho,5,12,Luxury,Autumn,187020.18
Thekkady,7,13,Luxury,Summer,346031.64
Pelling,3,10,Budget,Monsoon,33407.94
Hampi,5,12,Standard,Monsoon,60944.72
Port Blair,8,10,Budget,Spring,130035.71
Chennai,5,5,Standard,Monsoon,34281.92
Puri,1,8,Standard,Autumn,14859.12
Gokarna,4,9,Budget,Monsoon,23376.31
Konark,4,13,Luxury,Summer,149786.68
Mahabaleshwar,2,2,Luxury,Monsoon,11824.48
Khajuraho,7,3,Luxury,Winter,73820.95
Haridwar,6,1,Luxury,Spring,7413.87
Varanasi,4,12,Budget,Summer,47213.05
Shimla,3,8,Luxury,Spring,84414.5
Mussoorie,4,11,Standard,Monsoon,72482.86
Tirupati,6,5,Standard,Autumn,59259.95
Jaipur,5,7,Standard,Autumn,78495.69
Gokarna,1,11,Luxury,Spring,27246.23
Alleppey,7,3,Luxury,Spring,67849.63
Chennai,8,3,Budget,Spring,26729.88
Jaipur,8,12,Standard,Monsoon,151427.45
Manali,8,13,Budget,Autumn,138861.2
Darjeeling,5,11,Budget,Spring,86080.28
Tawang,5,11,Budget,Summer,100632.82
Pachmarhi,5,10,Standard,Summer,85858.47
Jaipur,8,1,Standard,Summer,19277.07
Kalimpong,1,13,Luxury,Summer,45330.59
Jodhpur,5,8,Luxury,Autumn,124450.83
Kodaikanal,6,1,Luxury,Monsoon,13554.04
Shimla,1,7,Standard,Spring,20344.57
Mount Abu,8,13,Luxury,Autumn,271787.7
Alleppey,6,13,Budget,Autumn,129825.19
Mussoorie,7,8,Budget,Monsoon,64452.29
Mysore,5,4,Budget,Autumn,25287.97
Gwalior,4,1,Standard,Spring,5811.16
Konark,3,9,Luxury,Winter,83265.78
Cherrapunji,5,6,Budget,Autumn,47524.48
Kochi,3,2,Luxury,Winter,21926.69
Ooty,4,5,Budget,Summer,32847.37
Udaipur,5,5,Luxury,Spring,134074.67
Tawang,5,7,Budget,Winter,68691.42
Leh,7,5,Budget,Summer,111106.15
Udaipur,3,5,Budget,Monsoon,31813.04
Alleppey,5,12,Standard,Spring,138323.55
Kumarakom,2,4,Budget,Spring,24496.37
Dharamshala,6,4,Luxury,Spring,46625.62
Rameswaram,5,13,Luxury,Summer,126539.59
Udaipur,7,10,Luxury,Autumn,334683.42
Kumarakom,7,4,Budget,Autumn,68891.38
Madurai,5,7,Standard,Spring,39708.66
Tirupati,3,5,Luxury,Summer,63265.64
Leh,6,2,Luxury,Winter,85496.7
Agra,3,6,Budget,Winter,34729.26
Mumbai,2,10,Luxury,Monsoon,104423.48
Port Blair,8,4,Luxury,Summer,133434.61
Hampi,1,9,Budget,Monsoon,9778.74
Mumbai,6,3,Luxury,Autumn,96570.68
Bengaluru,1,1,Budget,Summer,3720.04
Pahalgam,5,10,Luxury,Winter,201470.78
Puri,7,6,Luxury,Summer,93374.57
Gangtok,2,9,Budget,Autumn,35741.57
Ranthambore,6,14,Standard,Spring,269782.59
Orchha,5,11,Luxury,Autumn,111399.41
Pushkar,4,4,Standard,Autumn,16212.86
Kaziranga,7,10,Luxury,Winter,376195.04
Kolkata,2,3,Luxury,Monsoon,15751.45
Khajuraho,8,13,Budget,Spring,137216.7
Bengaluru,1,7,Standard,Spring,27045.55
Agra,4,11,Luxury,Winter,172583.12
Hampi,5,9,Luxury,Winter,105742.37
Jodhpur,5,10,Standard,Monsoon,79154.22
Munnar,4,3,Standard,Winter,28561.06
Alleppey,7,4,Standard,Monsoon,45920.71
Gir National Park,4,3,Budget,Spring,28905.86
Ranthambore,7,5,Budget,Autumn,87080.45
Leh,6,6,Luxury,Autumn,207376.5
Ooty,1,2,Standard,Summer,7048.1
Kolkata,4,7,Luxury,Summer,95173.65
Nainital,8,6,Standard,Summer,107054.45
Puri,6,6,Luxury,Autumn,70168.95
Kaziranga,2,2,Budget,Monsoon,8974.08
Bengaluru,4,9,Budget,Autumn,73274.34
Gulmarg,1,12,Standard,Spring,72588.4
Kovalam,8,4,Standard,Spring,81760.1
Rishikesh,3,13,Standard,Spring,43060.44
Mumbai,1,2,Luxury,Autumn,15985.83
Coorg,6,7,Standard,Winter,96645.06
Tirupati,1,3,Luxury,Monsoon,11661.54
Gulmarg,5,12,Standard,Summer,299911.3
Ziro,6,9,Luxury,Autumn,93157.99
Mahabaleshwar,7,12,Budget,Spring,114358.08
Srinagar,5,5,Budget,Summer,54611.03
Jaisalmer,7,5,Luxury,Monsoon,82754.2
Shimla,8,5,Standard,Autumn,77008.99
Port Blair,8,14,Standard,Spring,250375.19
Orchha,5,5,Budget,Monsoon,18702.29
Alleppey,7,8,Budget,Winter,102831.02
Shillong,8,5,Budget,Winter,63290.63
Varkala,8,4,Standard,Spring,35222.46
Rameswaram,6,8,Luxury,Winter,92196.08
Havelock Island,4,8,Standard,Autumn,136990.64
Kanyakumari,8,7,Luxury,Monsoon,80764.63
Rameswaram,1,1,Budget,Spring,1115.61
Ooty,8,13,Standard,Winter,210009.37
Rann of Kutch,5,13,Standard,Summer,296322.82
Gangtok,6,11,Standard,Winter,169385.77
Puri,5,7,Budget,Autumn,33139.0
Hampi,6,4,Budget,Summer,25612.37
Bhubaneswar,2,4,Budget,Monsoon,7718.04
North Goa,2,5,Budget,Summer,25203.05
Auli,1,7,Budget,Spring,26314.43
Bengaluru,7,3,Standard,Summer,64780.95
Pondicherry,2,11,Standard,Spring,50817.79
Pune,2,7,Luxury,Autumn,41329.31
Alleppey,5,2,Luxury,Monsoon,28000.87
Alleppey,6,13,Budget,Autumn,125307.77
South Goa,6,1,Luxury,Spring,29441.24
Udaipur,8,4,Standard,Winter,117363.82
Gangtok,7,12,Budget,Summer,149256.93
Gulmarg,6,13,Luxury,Spring,502328.7
Thekkady,8,3,Luxury,Autumn,73253.45
Orchha,2,2,Luxury,Winter,11520.46
Majuli,1,12,Budget,Monsoon,10896.55
Gokarna,1,11,Standard,Summer,21538.58
Lucknow,4,14,Luxury,Spring,156086.14
Shimla,8,6,Standard,Spring,88986.71
Kodaikanal,5,8,Budget,Winter,65071.02
Kodaikanal,7,13,Luxury,Autumn,239896.93
Auli,2,12,Budget,Autumn,72741.65
Gokarna,5,5,Standard,Winter,33164.05
Manali,2,2,Luxury,Spring,14483.25
Kumarakom,1,9,Budget,Summer,39573.94
Mussoorie,8,7,Standard,Monsoon,87227.07
Udaipur,6,1,Standard,Autumn,19404.6
Mount Abu,1,1,Standard,Autumn,2528.65
Port Blair,8,9,Standard,Monsoon,128973.45
Lonavala,4,12,Luxury,Monsoon,104566.96
Kochi,4,13,Luxury,Spring,147578.29
Jodhpur,5,12,Budget,Autumn,91321.11
Hampi,1,6,Budget,Summer,9758.78
Mount Abu,3,9,Budget,Summer,45518.89
Pelling,1,3,Budget,Autumn,5466.7
Gwalior,3,6,Standard,Summer,33737.78
Nainital,3,3,Luxury,Spring,31087.87
Visakhapatnam,3,4,Standard,Monsoon,17985.98
Gokarna,7,14,Budget,Winter,87067.61
Varkala,2,10,Standard,Monsoon,22961.13
Thekkady,1,6,Standard,Autumn,18449.06
Haridwar,1,10,Standard,Autumn,11885.32
Orchha,6,5,Standard,Winter,43161.46
Dalhousie,8,10,Luxury,Monsoon,159762.09
Udaipur,5,1,Standard,Monsoon,13390.39
Ooty,8,5,Luxury,Spring,110293.72
Araku Valley,6,2,Budget,Spring,10921.11
Alleppey,1,11,Luxury,Winter,67730.01
Madurai,3,6,Luxury,Winter,39140.61
Wayanad,7,12,Luxury,Summer,256068.97
Kanyakumari,3,2,Budget,Winter,6970.97
Manali,5,9,Standard,Autumn,87524.18
Agra,2,6,Luxury,Autumn,45988.09
Kaziranga,3,9,Luxury,Spring,142929.94
Ooty,7,10,Standard,Winter,155895.27
Khajuraho,5,1,Budget,Autumn,7094.28
Thekkady,4,13,Luxury,Monsoon,134645.49
Konark,8,11,Standard,Spring,126052.35
Kanyakumari,6,1,Budget,Monsoon,4283.17
Nainital,2,11,Luxury,Spring,82039.66
Kaziranga,6,7,Standard,Spring,121874.13
Madurai,7,10,Standard,Autumn,72786.09
Gir National Park,2,10,Budget,Winter,68879.0
Agra,6,8,Luxury,Summer,182102.62
Hampi,4,10,Budget,Spring,36846.49
Kanyakumari,3,12,Budget,Winter,42207.18
Bengaluru,1,2,Standard,Winter,9399.45
Ranthambore,8,14,Budget,Spring,253066.85
Havelock Island,5,1,Budget,Spring,17053.01
Dharamshala,5,14,Standard,Monsoon,72494.98
Bengaluru,7,10,Luxury,Autumn,297492.5
Wayanad,1,3,Budget,Summer,6795.4
Hampi,6,9,Luxury,Autumn,102151.7
Tirupati,5,9,Budget,Summer,84853.46
Ziro,2,4,Budget,Monsoon,6299.96
Haridwar,4,14,Luxury,Summer,88811.97
Mysore,8,14,Standard,Monsoon,133788.37
Kolkata,6,14,Luxury,Monsoon,189475.27
South Goa,8,13,Luxury,Monsoon,375667.31
North Goa,8,11,Standard,Monsoon,156688.63
Gangtok,6,4,Luxury,Monsoon,68716.06
Madurai,3,12,Standard,Spring,41784.74
Pahalgam,4,3,Luxury,Monsoon,30888.63
Mahabalipuram,3,8,Standard,Spring,38713.06
Agra,8,12,Standard,Autumn,176589.26
Coorg,4,6,Budget,Winter,39730.92
Bengaluru,6,5,Budget,Monsoon,47785.1
Kaziranga,7,12,Luxury,Spring,393630.55
Gokarna,3,3,Budget,Spring,7829.13
Udaipur,3,11,Standard,Summer,139275.25
Manali,8,5,Standard,Winter,83842.65
Orchha,5,8,Luxury,Autumn,78486.94
Mysore,8,6,Budget,Spring,54939.01
Gokarna,8,5,Standard,Summer,49173.31
Gangtok,7,10,Standard,Autumn,148626.93
Auli,7,14,Standard,Summer,382680.37
Pelling,5,5,Standard,Monsoon,35062.85
Wayanad,4,12,Budget,Spring,59930.72
Havelock Island,5,8,Standard,Winter,221953.69
Bhubaneswar,6,12,Budget,Monsoon,56625.79
Rishikesh,1,1,Standard,Spring,1461.5
Khajuraho,3,5,Luxury,Summer,58956.15
Varkala,3,2,Standard,Winter,9593.73
Manali,3,2,Luxury,Summer,23103.1
South Goa,3,11,Budget,Summer,95048.28
Manali,8,13,Budget,Winter,160393.59
Gangtok,3,13,Budget,Summer,84510.17
Pahalgam,8,10,Luxury,Monsoon,194198.19
Kumarakom,8,6,Luxury,Monsoon,193524.66
Kalimpong,2,1,Budget,Winter,2727.55
Varanasi,2,8,Budget,Winter,18580.3
Gwalior,3,7,Budget,Autumn,25095.1
Thekkady,6,2,Budget,Winter,21219.27
Wayanad,8,7,Standard,Autumn,87432.79
Haridwar,3,11,Standard,Monsoon,23943.59
Ziro,3,1,Luxury,Summer,6504.96
Pondicherry,7,4,Luxury,Autumn,82543.09
Nainital,7,2,Budget,Autumn,20216.39
Pelling,8,11,Standard,Summer,166969.63
Gwalior,1,6,Luxury,Monsoon,16512.74
Mumbai,7,1,Standard,Summer,27555.76
Agra,5,4,Luxury,Spring,67819.95
Kovalam,7,10,Budget,Autumn,132504.24
Auli,2,3,Standard,Autumn,23270.88
Auli,1,14,Budget,Spring,53984.23
Cherrapunji,4,5,Standard,Spring,40824.67
Madurai,1,9,Luxury,Summer,27873.61
Kanyakumari,5,6,Standard,Winter,45038.94
Auli,1,12,Standard,Winter,72253.59
Kumarakom,4,14,Budget,Spring,140796.89
Jodhpur,8,11,Budget,Spring,116887.13
Nainital,7,9,Budget,Monsoon,68727.31
Agra,1,4,Standard,Spring,12305.87
Mussoorie,3,14,Budget,Spring,70400.09
Jodhpur,5,6,Standard,Summer,69833.1
Kaziranga,3,6,Budget,Monsoon,35494.71
Alleppey,8,3,Standard,Summer,56815.52
Wayanad,6,3,Luxury,Summer,60215.61
Mount Abu,7,8,Budget,Autumn,70275.58
Shimla,3,12,Standard,Autumn,77039.75
Ooty,5,6,Budget,Monsoon,35558.15
Darjeeling,4,14,Budget,Autumn,83933.35
Madurai,8,13,Luxury,Winter,200203.38
Majuli,4,11,Standard,Autumn,44762.47
Tawang,2,4,Budget,Spring,14914.05
Alleppey,8,7,Luxury,Autumn,177173.44
Rameswaram,2,12,Budget,Summer,24791.47
Pelling,7,2,Standard,Spring,22957.17
Wayanad,3,1,Luxury,Summer,10474.81
Mussoorie,8,7,Luxury,Autumn,166222.57
Rameswaram,2,14,Luxury,Autumn,52603.37
Kodaikanal,7,3,Budget,Monsoon,20525.96
Bhubaneswar,5,5,Budget,Winter,30818.78
Manali,5,2,Standard,Spring,19681.69
Agra,6,14,Luxury,Spring,266287.33
South Goa,2,10,Budget,Monsoon,43856.96
Kalimpong,1,2,Luxury,Spring,5715.56
Jodhpur,6,6,Standard,Winter,79864.09
Shillong,5,14,Standard,Monsoon,108300.77
Chennai,5,11,Budget,Winter,81976.04
Gwalior,4,6,Standard,Autumn,35547.26
Gir National Park,8,2,Standard,Winter,55884.06
Mahabaleshwar,5,10,Standard,Winter,116076.27
Auli,1,12,Luxury,Autumn,95892.53
Chennai,7,5,Standard,Spring,52317.41
Kochi,2,4,Luxury,Winter,31883.07
Mumbai,3,7,Luxury,Summer,151206.33
Hampi,5,1,Standard,Winter,7432.01
Agra,7,14,Luxury,Summer,367292.24
Auli,3,5,Luxury,Monsoon,71799.97
Visakhapatnam,8,13,Luxury,Autumn,261324.6
Bhubaneswar,3,2,Budget,Winter,7913.03
Thekkady,8,3,Budget,Winter,40224.19
Bhubaneswar,7,12,Standard,Winter,132444.54
Pune,5,7,Budget,Autumn,44690.44
Lucknow,8,1,Standard,Winter,15143.06
Alleppey,5,10,Luxury,Winter,216008.13
Kolkata,6,2,Budget,Summer,18397.83
Mahabalipuram,4,13,Luxury,Summer,145629.69
Kaziranga,5,6,Luxury,Monsoon,125751.43
Orchha,5,6,Standard,Spring,37921.62
Mahabaleshwar,7,11,Standard,Autumn,139206.42
Alleppey,1,3,Standard,Summer,11818.89
Coorg,3,14,Budget,Winter,76511.59
Kochi,4,8,Luxury,Monsoon,72817.26
Srinagar,7,8,Budget,Autumn,98402.0
Gwalior,6,13,Standard,Spring,114575.04
Nainital,5,8,Standard,Winter,98654.29
Shillong,2,13,Budget,Autumn,42640.15
Kochi,7,4,Budget,Monsoon,27861.2
Gir National Park,8,2,Budget,Autumn,36223.74
Pelling,6,10,Luxury,Monsoon,126775.64
Shimla,2,3,Luxury,Monsoon,18755.46
Port Blair,6,3,Luxury,Spring,68792.96
Ziro,8,10,Standard,Autumn,75436.95
Pondicherry,5,12,Standard,Spring,120320.58
Kolkata,6,4,Luxury,Winter,78824.49
Tawang,1,1,Budget,Summer,2747.68
Udaipur,3,2,Luxury,Autumn,34649.85
Mount Abu,3,7,Standard,Summer,47070.82
Ranthambore,7,7,Standard,Spring,155908.16
Bengaluru,1,12,Standard,Spring,48066.14
Mount Abu,4,9,Budget,Monsoon,38447.95
Havelock Island,1,1,Budget,Summer,5905.18
North Goa,1,13,Standard,Spring,46834.51
Gokarna,1,12,Budget,Autumn,14604.31
Port Blair,8,14,Standard,Summer,293173.55
Visakhapatnam,2,9,Luxury,Winter,68803.67
Pelling,8,4,Standard,Winter,60053.16
Havelock Island,8,11,Standard,Autumn,363198.31
Kolkata,4,10,Standard,Spring,72493.05
Gir National Park,6,5,Standard,Monsoon,73897.01
Konark,8,2,Luxury,Spring,36176.7
Konark,2,5,Standard,Autumn,17394.78
Puri,7,3,Standard,Spring,24879.21
Ziro,4,12,Budget,Autumn,38579.76
Pelling,4,2,Luxury,Summer,26446.29
Orchha,4,5,Luxury,Autumn,38968.62
Araku Valley,5,5,Budget,Summer,27900.11
Shimla,2,4,Standard,Summer,22408.38
Auli,3,8,Standard,Winter,108123.48
Pelling,6,3,Standard,Winter,35980.79
Shillong,1,11,Standard,Summer,35687.83
Hampi,7,6,Standard,Autumn,49287.65
Auli,7,10,Luxury,Autumn,353273.46
Haridwar,8,14,Standard,Monsoon,68512.25
Jodhpur,2,13,Budget,Summer,53391.85
Orchha,1,12,Budget,Autumn,16180.94
Kochi,5,12,Standard,Summer,130460.98
North Goa,3,6,Standard,Summer,54331.32
Varanasi,1,12,Luxury,Winter,38481.3
Wayanad,5,13,Budget,Summer,103698.61
Jodhpur,2,12,Luxury,Summer,107990.53
Chennai,4,4,Budget,Summer,23268.3
Mahabaleshwar,5,9,Luxury,Autumn,142555.67
Haridwar,8,13,Budget,Spring,57550.57
Darjeeling,4,2,Standard,Winter,18980.12
Orchha,7,3,Standard,Spring,24169.91
Rann of Kutch,2,10,Budget,Autumn,67837.18
Chennai,3,4,Budget,Winter,18778.39
Bhubaneswar,6,8,Budget,Autumn,50605.07
Bhubaneswar,6,13,Budget,Winter,91128.82
Coorg,5,2,Standard,Monsoon,15605.13
Visakhapatnam,4,8,Luxury,Spring,87423.74
Wayanad,8,3,Luxury,Summer,71884.99
Coorg,1,14,Standard,Autumn,39556.32
Pelling,5,5,Luxury,Spring,68922.3
Bengaluru,3,14,Luxury,Monsoon,161654.5
Wayanad,3,9,Standard,Spring,50179.84
Havelock Island,3,14,Standard,Monsoon,156255.36
Gangtok,5,6,Budget,Winter,62689.05
Orchha,8,11,Luxury,Spring,159352.77
Varanasi,5,9,Budget,Monsoon,30704.24
Puri,5,2,Budget,Winter,11512.39
Mahabaleshwar,8,13,Standard,Autumn,180909.07
Konark,6,3,Standard,Monsoon,20556.33
Coorg,4,7,Luxury,Spring,85678.89
Kochi,7,5,Budget,Spring,41928.2
Darjeeling,3,2,Budget,Autumn,10378.92
Pushkar,7,12,Budget,Winter,72099.28
Auli,4,6,Budget,Spring,60237.91
Bhubaneswar,7,3,Luxury,Monsoon,34385.58
Kalimpong,4,7,Standard,Monsoon,26867.75
Dharamshala,7,3,Budget,Winter,22461.38
Khajuraho,6,14,Standard,Summer,196060.49
Pushkar,3,4,Standard,Summer,15416.74
North Goa,4,12,Budget,Monsoon,69496.83
Varkala,7,1,Standard,Summer,9511.44
Lucknow,8,2,Budget,Summer,22087.82
Tawang,4,6,Standard,Spring,50511.47
Hampi,6,1,Budget,Autumn,5450.43
Ranthambore,7,14,Luxury,Monsoon,392145.08
Pushkar,3,6,Budget,Spring,15055.72
Gwalior,1,2,Luxury,Monsoon,5768.21
Mumbai,2,7,Budget,Spring,41979.6
Chennai,4,4,Budget,Spring,19261.31
Dharamshala,5,10,Standard,Autumn,63237.94
Rameswaram,5,13,Standard,Spring,68155.24
Ooty,6,5,Budget,Spring,43019.12
Jodhpur,1,3,Budget,Summer,7764.39
Haridwar,8,3,Standard,Monsoon,14344.03
Kovalam,7,4,Budget,Winter,60732.48
Bhubaneswar,1,3,Budget,Autumn,4487.67
Araku Valley,7,14,Luxury,Autumn,188328.7
Rann of Kutch,6,8,Standard,Monsoon,141987.83
Ooty,4,10,Budget,Spring,56656.8
Auli,5,2,Budget,Spring,26123.84
Dalhousie,8,4,Budget,Monsoon,29294.45
Thekkady,3,3,Luxury,Spring,32168.19
Kochi,8,10,Budget,Spring,98696.27
Varkala,1,7,Standard,Winter,14930.46
Tawang,5,7,Standard,Autumn,74139.36
Lucknow,3,10,Budget,Autumn,39665.43
Kanyakumari,6,8,Budget,Autumn,44952.81
Thekkady,1,13,Budget,Autumn,29063.69
Havelock Island,7,11,Luxury,Monsoon,414797.46
Pushkar,1,8,Budget,Monsoon,7392.13
Dharamshala,2,12,Budget,Spring,26561.39
Pachmarhi,4,9,Standard,Autumn,47730.2
Gwalior,1,13,Standard,Winter,34677.96
Rameswaram,2,10,Budget,Winter,21506.13
Gangtok,6,14,Standard,Monsoon,141371.86
Auli,8,7,Budget,Autumn,128968.64
Konark,6,11,Luxury,Spring,147457.9
Haridwar,6,14,Luxury,Winter,127271.9
Tirupati,5,10,Budget,Monsoon,63119.97
Kovalam,5,10,Budget,Spring,103911.43
Shillong,1,7,Standard,Spring,19283.67
Mahabaleshwar,6,14,Luxury,Monsoon,202759.72
Lonavala,3,6,Budget,Spring,26293.98
Mysore,4,1,Standard,Monsoon,5133.25
Khajuraho,6,3,Standard,Winter,41028.84
Kochi,7,12,Luxury,Autumn,220387.61
Haridwar,1,2,Budget,Autumn,1784.07
Kodaikanal,8,11,Standard,Spring,139486.88
South Goa,5,7,Standard,Autumn,109160.29
North Goa,7,9,Budget,Winter,123793.71
Kaziranga,5,10,Standard,Winter,186293.71
Mahabaleshwar,2,6,Standard,Summer,32863.75
Pelling,4,10,Budget,Winter,60349.89
Havelock Island,7,14,Standard,Spring,413191.7
Konark,4,7,Luxury,Summer,78630.98
Orchha,6,8,Standard,Spring,57469.14
Dharamshala,6,14,Luxury,Monsoon,132020.47
Gokarna,5,12,Luxury,Summer,127897.45
Shimla,7,9,Luxury,Spring,194392.89
Jaipur,5,2,Standard,Monsoon,17970.17
Haridwar,1,2,Luxury,Winter,4663.67
Agra,8,3,Standard,Autumn,44630.97
Kaziranga,8,12,Luxury,Autumn,443972.86
Agra,4,8,Standard,Winter,77740.08
Kochi,1,9,Budget,Spring,17024.0
Hampi,7,11,Standard,Spring,91985.11
Madurai,8,2,Luxury,Summer,31102.74
Konark,4,4,Budget,Winter,21658.37
Mumbai,7,10,Luxury,Spring,350487.97
Gokarna,4,3,Standard,Autumn,13024.96
Gokarna,4,13,Luxury,Monsoon,71351.16
Visakhapatnam,3,4,Budget,Summer,20212.53
Rishikesh,2,13,Standard,Monsoon,23404.17
Ooty,8,13,Standard,Monsoon,145751.4
Shimla,8,2,Standard,Monsoon,24317.6
Munnar,7,9,Budget,Winter,106232.4
Haridwar,3,7,Budget,Summer,16231.07
Darjeeling,6,13,Budget,Autumn,114682.78
Mussoorie,5,13,Standard,Autumn,135382.5
South Goa,3,7,Standard,Winter,81403.48
Alleppey,8,14,Budget,Monsoon,133891.04
Mumbai,3,3,Budget,Monsoon,19228.0
Kochi,5,7,Luxury,Monsoon,81846.54
Shillong,2,8,Standard,Autumn,35304.81
Orchha,2,2,Luxury,Spring,9296.64
Pahalgam,3,14,Luxury,Winter,182007.32
Kanyakumari,8,6,Luxury,Monsoon,68236.88
Darjeeling,1,9,Luxury,Spring,43761.54
Port Blair,5,8,Budget,Autumn,72024.0
Kalimpong,2,9,Budget,Autumn,19807.18
Port Blair,1,7,Budget,Autumn,18670.81
Mumbai,2,13,Luxury,Monsoon,138951.77
Gokarna,3,4,Budget,Winter,12630.65
Mahabaleshwar,6,5,Budget,Spring,42916.59
Gokarna,7,8,Standard,Spring,58718.02
Agra,1,1,Luxury,Winter,5685.28
Pelling,5,7,Standard,Spring,63024.3
Port Blair,2,1,Luxury,Autumn,9082.7
Lucknow,6,9,Luxury,Autumn,146344.47
Ranthambore,7,14,Luxury,Monsoon,385428.73
Ooty,4,4,Luxury,Monsoon,37264.54
Kodaikanal,7,3,Standard,Autumn,35653.26
Chennai,4,9,Budget,Autumn,43871.34
Bhubaneswar,6,10,Luxury,Winter,155788.74
Dalhousie,5,4,Standard,Monsoon,28083.32
South Goa,7,12,Budget,Winter,217950.92
Jaisalmer,5,4,Budget,Winter,37436.03
Shimla,3,4,Budget,Monsoon,15551.15
Shillong,1,9,Standard,Autumn,25420.3
Gulmarg,4,10,Budget,Winter,151144.88
Mussoorie,1,14,Budget,Winter,36799.32
Darjeeling,8,14,Luxury,Autumn,333070.74
Alleppey,3,3,Budget,Autumn,16250.51
Pelling,4,8,Standard,Summer,65325.12
Coorg,6,4,Luxury,Winter,87408.87
Udaipur,2,7,Budget,Spring,40506.05
Gangtok,7,14,Luxury,Autumn,329519.8
Darjeeling,7,11,Budget,Spring,108798.87
Alleppey,1,11,Standard,Autumn,34010.19
Mumbai,2,6,Standard,Summer,57480.61
Ranthambore,2,9,Luxury,Autumn,111476.34
Gir National Park,7,9,Budget,Spring,142119.07
Kaziranga,7,4,Standard,Winter,98669.26
Nainital,5,1,Standard,Winter,12307.7
Gwalior,7,9,Standard,Summer,104690.11
Port Blair,8,11,Budget,Summer,165070.32
Pondicherry,8,11,Luxury,Spring,247815.68
